SourceRow,Amount,Tip,Gender,Smoker,Day,Time,Partysize,AnalysisReady,TipRatePct,CorePartySize,PerHead,DuplicateBlock,TipSuspect,TipEntryError,TipRateSensitivity
40,18.69,2.31,Male,,Sat,Dinner,3.0,True,12.359550561797752,True,6.23,False,False,False,True
41,31.27,5.0,Male,No,Sat,Dinner,3.0,True,15.98976654940838,True,10.423333333333334,False,False,False,True
42,16.04,2.24,Male,No,Sat,Dinner,3.0,True,13.965087281795514,True,5.346666666666667,False,False,False,True
43,17.46,2.54,Male,No,Sun,Dinner,2.0,True,14.547537227949599,True,8.73,False,False,False,True
44,13.94,3.06,Male,No,Sun,Dinner,2.0,True,21.951219512195124,True,6.97,False,False,False,True
45,9.68,1.32,Male,,Sun,Dinner,2.0,True,13.636363636363637,True,4.84,False,False,False,True
46,30.4,5.6,Male,No,Sun,Dinner,4.0,True,18.42105263157895,True,7.6,False,False,False,True
47,18.29,3.0,Male,No,Sun,Dinner,2.0,True,16.402405686167306,True,9.145,False,False,False,True
48,22.23,5.0,Male,No,Sun,Dinner,,True,22.49212775528565,False,,False,False,False,True
49,32.4,6.0,Male,No,Sun,Dinner,4.0,True,18.51851851851852,True,8.1,False,False,False,True
50,28.55,2.05,Male,No,Sun,Dinner,3.0,True,7.180385288966724,True,9.516666666666667,False,False,False,True
51,18.04,3.0,Male,No,Sun,Dinner,200.0,True,16.62971175166297,False,,False,False,False,True
52,12.54,2.5,Male,No,Sun,Dinner,2.0,True,19.936204146730464,True,6.27,False,False,False,True
53,10.29,,Female,No,Sun,Dinner,2.0,False,,True,,False,False,False,False
54,34.81,5.2,Female,No,Sun,Dinner,4.0,True,14.938236139040505,True,8.7025,False,False,False,True
55,9.94,1.56,Male,No,Sun,Dinner,2.0,True,15.694164989939638,True,4.97,False,False,False,True
56,25.56,4.34,Male,No,Sun,Dinner,4.0,True,16.97965571205008,True,6.39,False,False,False,True
57,19.49,3.51,Male,No,Sun,Dinner,2.0,True,18.00923550538738,True,9.745,False,False,False,True
58,38.01,3.0,Male,Yes,Sat,Dinner,4.0,True,7.892659826361484,True,9.5025,False,False,False,True
59,26.41,1.5,Female,No,Sat,Dinner,2.0,True,5.679666792881484,True,13.205,False,False,False,True
60,11.24,1.76,Male,Yes,Sat,Dinner,2.0,True,15.658362989323843,True,5.62,False,False,False,True
61,48.27,6.73,Male,No,Sat,Dinner,4.0,True,13.942407292314066,True,12.0675,False,False,False,True
62,20.29,3.21,Male,Yes,Sat,Dinner,2.0,True,15.82060128141942,True,10.145,False,False,False,True
63,13.81,2.0,Male,Yes,Sat,Dinner,2.0,True,14.48225923244026,True,6.905,False,False,False,True
64,11.02,1.98,Male,Yes,Sat,Dinner,2.0,True,17.96733212341198,True,5.51,False,False,False,True
65,18.29,3.76,Male,Yes,Sat,Dinner,4.0,True,20.55768179332969,True,4.5725,False,False,False,True
66,17.59,2.64,Male,No,Sat,Dinner,3.0,True,15.008527572484367,True,5.863333333333333,False,False,False,True
67,20.08,3.15,Male,No,Sat,Dinner,3.0,True,15.687250996015937,True,6.6933333333333325,False,False,False,True
68,16.45,2.47,Female,No,Sat,Dinner,2.0,True,15.01519756838906,True,8.225,False,False,False,True
69,3.07,1.0,Female,Yes,Sat,Dinner,1.0,True,32.57328990228013,True,3.07,False,False,False,True
70,20.23,2.01,Male,No,Sat,Dinner,2.0,True,9.935739001482945,True,10.115,False,False,False,True
71,15.01,2.09,Male,Yes,Sat,Dinner,2.0,True,13.924050632911392,True,7.505,False,False,False,True
72,12.02,1.97,Male,No,Sat,Dinner,2.0,True,16.389351081530783,True,6.01,False,False,False,True
73,17.07,3.0,Female,No,Sat,Dinner,3.0,True,17.57469244288225,True,5.69,False,False,False,True
74,26.86,3.14,Female,Yes,Sat,Dinner,2.0,True,11.69024571854058,True,13.43,False,False,False,True
75,25.28,5.0,Female,Yes,Sat,Dinner,2.0,True,19.778481012658226,True,12.64,False,False,False,True
76,14.73,2.2,Female,No,Sat,Dinner,2.0,True,14.935505770536322,True,7.365,False,False,False,True
77,10.51,1.25,Male,No,Sat,Dinner,2.0,True,11.893434823977165,True,5.255,False,False,False,True
78,17.92,3.08,Male,Yes,Sat,Dinner,2.0,True,17.1875,True,8.96,False,False,False,True
79,27.2,4.0,Male,No,Thur,Lunch,4.0,True,14.705882352941178,True,6.8,False,False,False,True
80,22.76,3.0,Male,No,Thur,Lunch,2.0,True,13.181019332161686,True,11.38,False,False,False,True
81,17.29,2.71,Male,No,Thur,Lunch,2.0,True,15.6737998843262,True,8.645,False,False,False,True
82,19.44,3.0,Male,Yes,Thur,Lunch,2.0,True,15.432098765432098,True,9.72,False,False,False,True
83,16.66,3.4,Male,No,Thur,Lunch,2.0,True,20.408163265306122,True,8.33,False,False,False,True
84,10.07,1.83,Female,No,Thur,Lunch,1.0,True,18.17279046673287,True,10.07,False,False,False,True
85,32.68,5.0,Male,Yes,Thur,Lunch,2.0,True,15.299877600979192,True,16.34,False,False,False,True
86,15.98,2.03,Male,No,Thur,Lunch,2.0,True,12.703379224030035,True,7.99,False,False,False,True
87,34.83,5.17,Female,No,Thur,Lunch,4.0,True,14.843525696238876,True,8.7075,False,False,False,True
88,13.03,2.0,Male,No,Thur,Lunch,2.0,True,15.349194167306218,True,6.515,False,False,False,True
89,18.28,4.0,Male,No,Thur,Lunch,2.0,True,21.88183807439825,True,9.14,False,False,False,True
90,24.71,5.85,Male,No,Thur,Lunch,2.0,True,23.67462565762849,True,12.355,False,False,False,True
91,21.16,300.0,Male,No,Thur,Lunch,2.0,True,1417.7693761814744,True,10.58,False,False,True,False
92,28.97,3.0,Male,Yes,Fri,Dinner,2.0,True,10.355540214014498,True,14.485,False,False,False,True
93,22.49,3.5,Male,No,Fri,Dinner,2.0,True,15.562472209871055,True,11.245,False,False,False,True
94,5.75,1.0,Female,Yes,Fri,Dinner,2.0,True,17.391304347826086,True,2.875,False,False,False,True
95,16.32,4.3,Female,Yes,Fri,Dinner,2.0,True,26.348039215686274,True,8.16,False,False,False,True
96,22.75,3.25,Female,No,Fri,Dinner,2.0,True,14.285714285714286,True,11.375,False,False,False,True
97,40.17,4.73,Male,Yes,Fri,Dinner,4.0,True,11.77495643515061,True,10.0425,False,False,False,True
98,27.28,4.0,Male,Yes,Fri,Dinner,2.0,True,14.662756598240469,True,13.64,False,False,False,True
99,12.03,1.5,Male,Yes,Fri,,2.0,True,12.468827930174564,True,6.015,False,False,False,True
100,21.01,3.0,Male,Yes,Fri,Dinner,2.0,True,14.278914802475011,True,10.505,False,False,False,True
101,12.46,1.5,Male,No,Fri,Dinner,2.0,True,12.03852327447833,True,6.23,False,False,False,True
102,11.35,2.5,Female,Yes,Fri,Dinner,2.0,True,22.026431718061676,True,5.675,False,False,False,True
103,15.38,3.0,Female,Yes,Fri,Dinner,2.0,True,19.505851755526656,True,7.69,False,False,False,True
104,44.3,2.5,Female,Yes,Sat,Dinner,3.0,True,5.643340857787811,True,14.766666666666666,False,False,False,True
105,22.42,3487.0,Female,Yes,Sat,Dinner,2.0,True,15553.07760927743,True,11.21,False,False,True,False
106,20.92,4.08,Female,No,Sat,Dinner,2.0,True,19.50286806883365,True,10.46,False,False,False,True
107,15.36,1.64,Male,Yes,Sat,,2.0,True,10.677083333333334,True,7.68,False,False,False,True
108,20.49,4.06,Male,Yes,Sat,Dinner,2.0,True,19.814543679843826,True,10.245,False,False,False,True
109,25.21,4.29,Male,Yes,Sat,Dinner,2.0,True,17.017056723522412,True,12.605,False,False,False,True
110,18.24,3.76,Male,No,Sat,Dinner,2.0,True,20.6140350877193,True,9.12,False,False,False,True
111,14.31,4.0,Female,Yes,Sat,Dinner,2.0,True,27.95248078266946,True,7.155,False,False,False,True
112,14.0,3.0,Male,No,Sat,Dinner,2.0,True,21.428571428571427,True,7.0,False,False,False,True
113,7.25,1.0,Female,No,Sat,Dinner,1.0,True,13.793103448275861,True,7.25,False,False,False,True
114,38.07,4.0,Male,Yes,Sun,Dinner,3.0,True,10.506960861570791,True,12.69,False,False,False,True
115,23.95,2.55,Male,No,Sun,Dinner,2.0,True,10.647181628392483,True,11.975,False,False,False,True
116,25.71,4.0,Female,No,Sun,Dinner,3.0,True,15.558148580318942,True,8.57,False,False,False,True
117,17.31,3.5,Female,No,,Dinner,2.0,True,20.219526285384173,True,8.655,False,False,False,True
118,29.93,5.07,Male,No,Sun,Dinner,4.0,True,16.939525559639158,True,7.4825,False,False,False,True
119,10.65,1.5,Female,No,Thur,Lunch,2.0,True,14.08450704225352,True,5.325,False,False,False,True
120,12.43,1.8,Female,No,Thur,Lunch,2.0,True,14.481094127111827,True,6.215,False,False,False,True
121,24.08,2.92,Female,No,Thur,Lunch,0.0,True,12.126245847176081,False,,False,False,False,True
122,11.69,2.31,Male,No,Thur,Lunch,2.0,True,19.76047904191617,True,5.845,False,False,False,True
123,13.42,1.68,Female,No,Thur,Lunch,2.0,True,12.518628912071534,True,6.71,False,False,False,True
124,14.26,2.5,Male,No,Thur,Lunch,2.0,True,17.53155680224404,True,7.13,False,False,False,True
125,15.95,2.0,Male,No,Thur,Lunch,2.0,True,12.539184952978056,True,7.975,False,False,False,True
126,12.48,2.52,Female,No,Thur,Lunch,2.0,True,20.19230769230769,True,6.24,False,False,False,True
127,29.8,4.2,Female,No,Thur,Lunch,26.0,True,14.093959731543624,False,,False,False,False,True
128,8.52,1.48,Male,No,Thur,Lunch,2.0,True,17.370892018779344,True,4.26,False,False,False,True
129,14.52,2.0,Female,No,Thur,Lunch,2.0,True,13.774104683195592,True,7.26,False,False,False,True
130,11.38,2.0,Female,No,,Lunch,2.0,True,17.57469244288225,True,5.69,False,False,False,True
131,22.82,2.18,Male,No,Thur,Lunch,3.0,True,9.553023663453112,True,7.6066666666666665,False,False,False,True
132,19.08,1.5,Male,No,Thur,Lunch,2.0,True,7.861635220125787,True,9.54,False,False,False,True
133,20.27,2.83,Female,No,Thur,Lunch,2.0,True,13.961519486926493,True,10.135,False,False,False,True
134,11.17,1.5,Female,No,Thur,Lunch,2.0,True,13.42882721575649,True,5.585,False,False,False,True
135,12.26,2.0,Female,No,Thur,Lunch,2.0,True,16.31321370309951,True,6.13,False,False,False,True
136,18.26,3.25,Female,No,Thur,Lunch,2.0,True,17.798466593647316,True,9.13,False,False,False,True
137,8.51,1.25,Female,No,Thur,Lunch,2.0,True,14.688601645123384,True,4.255,False,False,False,True
138,10.33,2.0,Female,No,Thur,Lunch,2.0,True,19.36108422071636,True,5.165,False,False,False,True
139,14.15,2.0,Female,No,Thur,Lunch,2.0,True,14.134275618374557,True,7.075,False,False,False,True
140,16.0,2.0,Male,Yes,Thur,Lunch,2.0,True,12.5,True,8.0,False,False,False,True
141,13.16,2.75,Female,No,Thur,Lunch,2.0,True,20.896656534954406,True,6.58,False,False,False,True
142,17.47,3.5,Female,No,Thur,Lunch,2.0,True,20.034344590726963,True,8.735,False,False,False,True
143,34.3,6.7,Male,No,Thur,Lunch,6.0,True,19.533527696793005,True,5.716666666666666,False,False,False,True
144,41.19,5.0,Male,No,Thur,Lunch,5.0,True,12.138868657441128,True,8.238,False,False,False,True
145,27.05,5.0,Female,No,Thur,Lunch,6.0,True,18.484288354898336,True,4.508333333333334,False,False,False,True
146,16.43,2.3,Female,No,Thur,Lunch,2.0,True,13.998782714546559,True,8.215,False,False,False,True
147,8.35,1.5,Female,No,Thur,Lunch,2.0,True,17.964071856287426,True,4.175,False,False,False,True
148,18.64,1.36,Female,No,Thur,Lunch,3.0,True,7.296137339055794,True,6.213333333333334,False,False,False,True
149,11.87,1.63,Female,No,Thur,Lunch,22.0,True,13.732097725358047,False,,False,False,False,True
150,9.78,1.73,Male,No,Thur,Lunch,2.0,True,17.68916155419223,True,4.89,False,False,False,True
151,7.51,2.0,Male,No,Thur,Lunch,2.0,True,26.63115845539281,True,3.755,False,False,False,True
152,14.07,2.5,Male,No,Sun,Dinner,2.0,True,17.768301350390903,True,7.035,False,False,False,True
153,13.13,2.0,Male,No,Sun,Dinner,2.0,True,15.23229246001523,True,6.565,False,False,False,True
154,17.26,2.74,Male,No,Sun,Dinner,3.0,True,15.874855156431053,True,5.753333333333334,False,False,False,True
155,24.55,2.0,Male,No,Sun,Dinner,4.0,True,8.146639511201629,True,6.1375,False,False,False,True
156,19.77,2.0,Male,No,Sun,Dinner,4.0,True,10.116337885685383,True,4.9425,False,False,False,True
157,29.85,5.14,Female,No,Sun,Dinner,5.0,True,17.219430485762143,True,5.970000000000001,False,False,False,True
158,48.17,5.0,Male,No,Sun,Dinner,6.0,True,10.379904504878555,True,8.028333333333334,False,False,False,True
159,25.0,3.75,Female,No,Sun,Dinner,4.0,True,15.0,True,6.25,False,False,False,True
160,13.39,2.61,Female,No,Sun,Dinner,2.0,True,19.49215832710978,True,6.695,False,False,False,True
161,16.49,2.0,Male,No,Sun,Dinner,4.0,True,12.128562765312312,True,4.1225,False,False,False,True
162,21.5,3.5,Male,No,Sun,Dinner,4.0,True,16.27906976744186,True,5.375,False,False,False,True
163,12.66,2.5,Male,No,Sun,Dinner,2.0,True,19.747235387045812,True,6.33,False,False,False,True
164,16.21,2.0,Female,No,Sun,Dinner,3.0,True,12.338062924120912,True,5.403333333333333,False,False,False,True
165,13.81,2.0,Male,No,Sun,Dinner,2.0,True,14.48225923244026,True,6.905,False,False,False,True
166,17.51,3.0,Female,Yes,Sun,Dinner,2.0,True,17.133066818960593,True,8.755,False,False,False,True
167,24.52,3.48,Male,No,Sun,Dinner,3.0,True,14.192495921696574,True,8.173333333333334,False,False,False,True
168,20.76,2.24,Male,No,Sun,Dinner,2.0,True,10.789980732177264,True,10.38,False,False,False,True
169,31.71,4.5,Male,No,Sun,Dinner,4.0,True,14.191106906338694,True,7.9275,False,False,False,True
170,10.59,1.61,Female,Yes,Sat,Dinner,2.0,True,15.203021718602455,True,5.295,False,False,False,True
171,10.63,2.0,Female,Yes,Sat,Dinner,2.0,True,18.81467544684854,True,5.315,False,False,False,True
172,50.81,10.0,Male,Yes,Sat,Dinner,3.0,True,19.681165124975397,True,16.936666666666667,False,False,False,True
173,117.81,3.16,Male,Yes,Sat,Dinner,2.0,True,2.6822850352262115,True,58.905,False,False,False,True
174,7.25,,Male,Yes,Sun,Dinner,2.0,False,,True,,False,False,False,False
175,31.85,3.18,Male,Yes,,Dinner,2.0,True,9.98430141287284,True,15.925,False,False,False,True
176,16.82,4.0,Male,Yes,Sun,Dinner,2.0,True,23.781212841854934,True,8.41,False,False,False,True
177,32.9,3.11,Male,Yes,Sun,Dinner,2.0,True,9.452887537993922,True,16.45,False,False,False,True
178,17.89,2.0,Male,Yes,Sun,Dinner,0.2,True,11.179429849077696,False,,False,False,False,True
179,14.48,2.0,Male,Yes,Sun,Dinner,2.0,True,13.812154696132596,True,7.24,False,False,False,True
180,96.6,4.0,Female,Yes,Sun,Dinner,2.0,True,4.140786749482402,True,48.3,False,False,False,True
181,34.63,3.55,Male,Yes,Sun,Dinner,2.0,True,10.251227259601501,True,17.315,False,False,False,True
182,34.65,3.68,Male,Yes,Sun,Dinner,4.0,True,10.62049062049062,True,8.6625,False,False,False,True
183,23.33,5.65,Male,Yes,Sun,Dinner,2.0,True,24.217745392198886,True,11.665,False,False,False,True
184,45.35,3.5,Male,Yes,Sun,Dinner,3.0,True,7.717750826901874,True,15.116666666666667,False,False,False,True
185,23.17,6.5,Male,Yes,Sun,Dinner,4.0,True,28.05351747949935,True,5.7925,False,False,False,True
186,40.55,3.0,Male,Yes,Sun,Dinner,2.0,True,7.398273736128237,True,20.275,False,False,False,True
187,20.69,5.0,Male,No,Sun,Dinner,5.0,True,24.166263895601737,True,4.138,False,False,False,True
188,20.9,3.5,Female,,Sun,Dinner,3.0,True,16.74641148325359,True,6.966666666666666,False,False,False,True
189,30.46,2.0,Male,Yes,Sun,Dinner,5.0,True,6.5659881812212735,True,6.0920000000000005,False,False,False,True
190,18.15,3.5,Female,Yes,Sun,Dinner,3.0,True,19.28374655647383,True,6.05,False,False,False,True
191,23.1,4.0,Male,Yes,Sun,Dinner,3.0,True,17.316017316017316,True,7.7,False,False,False,True
192,15.69,1.5,Male,Yes,Sun,Dinner,2.0,True,9.560229445506693,True,7.845,False,False,False,True
193,19.81,4.19,Female,Yes,Thur,Lunch,2.0,True,21.150933871781934,True,9.905,False,False,False,True
194,28.44,2.56,Male,Yes,Thur,Lunch,2.0,True,9.0014064697609,True,14.22,False,False,False,True
195,15.48,2.02,Male,Yes,Thur,Lunch,12.0,True,13.049095607235142,False,,False,False,False,True
196,16.58,4.0,Male,Yes,Thur,Lunch,2.0,True,24.12545235223161,True,8.29,False,False,False,True
197,7.56,1.44,Male,No,Thur,Lunch,2.0,True,19.047619047619047,True,3.78,False,False,False,True
198,10.34,2.0,Male,Yes,Thur,Lunch,2.0,True,19.342359767891683,True,5.17,False,False,False,True
199,10.34,2.0,Male,Yes,Thur,Lunch,2.0,True,19.342359767891683,True,5.17,False,False,False,True
200,43.11,5.0,Female,Yes,Thur,Lunch,4.0,True,11.59823706796567,True,10.7775,False,False,False,True
201,13.0,2.0,Female,Yes,Thur,Lunch,-2.0,True,15.384615384615385,False,,False,False,False,True
202,13.51,2.0,Male,Yes,Thur,Lunch,2.0,True,14.803849000740193,True,6.755,False,False,False,True
203,18.71,4.0,Male,Yes,Thur,Lunch,3.0,True,21.378941742383752,True,6.236666666666667,False,False,False,True
204,12.74,2.01,Female,Yes,Thur,Lunch,2.0,True,15.777080062794345,True,6.37,False,False,False,True
205,13.0,2.0,Female,Yes,Thur,Lunch,2.0,True,15.384615384615385,True,6.5,False,False,False,True
206,16.4,2.5,Female,Yes,Thur,Lunch,2.0,True,15.243902439024392,True,8.2,False,False,False,True
207,20.53,4.0,Male,Yes,Thur,Lunch,4.0,True,19.48368241597662,True,5.1325,False,False,False,True
208,16.47,3.23,Female,Yes,Thur,Lunch,3.0,True,19.611414693381906,True,5.489999999999999,False,False,False,True
209,26.59,3.41,Male,Yes,Sat,Dinner,3.0,True,12.82437006393381,True,8.863333333333333,False,False,False,True
210,38.73,3.0,Male,Yes,Sat,Dinner,4.0,True,7.74593338497289,True,9.6825,False,False,False,True
211,24.27,2.03,Male,Yes,Sat,Dinner,2.0,True,8.364235681911824,True,12.135,False,False,False,True
212,12.76,2.23,Female,Yes,Sat,Dinner,2.0,True,17.476489028213166,True,6.38,False,False,False,True
213,30.06,2.0,Male,Yes,Sat,Dinner,3.0,True,6.65335994677312,True,10.02,False,False,False,True
214,25.89,5.16,Male,Yes,Sat,Dinner,4.0,True,19.930475086906142,True,6.4725,False,False,False,True
215,48.33,9.0,Male,No,Sat,Dinner,4.0,True,18.6219739292365,True,12.0825,False,False,False,True
216,13.27,2.5,Female,Yes,Sat,Dinner,2.0,True,18.839487565938207,True,6.635,False,False,False,True
217,28.17,6.5,Female,Yes,Sat,Dinner,3.0,True,23.074192403265883,True,9.39,False,False,False,True
218,12.9,1.1,Female,Yes,Sat,Dinner,2.0,True,8.527131782945737,True,6.45,False,False,False,True
219,28.15,3.0,Male,Yes,Sat,Dinner,5.0,True,10.657193605683837,True,5.63,False,False,False,True
220,11.59,1.5,Male,Yes,Sat,Dinner,2.0,True,12.942191544434857,True,5.795,False,False,False,True
221,7.74,1.44,Male,Yes,Sat,Dinner,2.0,True,18.6046511627907,True,3.87,False,False,False,True
222,30.14,3.09,Female,Yes,Sat,Dinner,0.0,True,10.252156602521566,False,,False,False,False,True
223,12.16,2.2,Male,Yes,Fri,Lunch,2.0,True,18.092105263157897,True,6.08,False,False,False,True
224,13.42,3.48,Female,Yes,Fri,Lunch,2.0,True,25.93144560357675,True,6.71,False,False,False,True
225,8.58,1.92,Male,Yes,Fri,Lunch,1.0,True,22.377622377622377,True,8.58,False,False,False,True
226,15.98,3.0,Female,No,Fri,Lunch,3.0,True,18.773466833541928,True,5.326666666666667,False,False,False,True
227,13.42,1.58,Male,Yes,Fri,Lunch,2.0,True,11.773472429210134,True,6.71,False,False,False,True
228,16.27,2.5,Female,Yes,Fri,Lunch,2.0,True,15.365703749231715,True,8.135,False,False,False,True
229,10.09,2.0,Female,Yes,Fri,Lunch,2.0,True,19.821605550049554,True,5.045,False,False,False,True
230,20.45,3.0,Male,No,Sat,Dinner,4.0,True,14.66992665036675,True,5.1125,False,False,False,True
231,13.28,2.72,Male,No,Sat,Dinner,2.0,True,20.481927710843376,True,6.64,False,False,False,True
232,22.12,288.0,Female,,Sun,Dinner,2.0,True,1301.989150090416,True,11.06,False,False,True,False
233,24.01,2.0,Male,Yes,Sat,Dinner,4.0,True,8.329862557267804,True,6.0025,False,False,False,True
234,15.69,3.0,Male,Yes,Sat,Dinner,3.0,True,19.120458891013385,True,5.2299999999999995,False,False,False,True
235,11.61,3.39,Male,No,Sat,Dinner,2.0,True,29.198966408268735,True,5.805,False,False,False,True
236,10.77,1.47,Male,No,Sat,Dinner,2.0,True,13.649025069637883,True,5.385,False,False,False,True
237,15.53,3.0,Male,Yes,Sun,Dinner,2.0,True,19.31745009658725,True,7.765,False,False,False,True
238,10.07,1.25,Male,No,Sat,Dinner,2.0,True,12.413108242303872,True,5.035,False,False,False,True
239,12.6,1.0,Male,Yes,Sat,Dinner,2.0,True,7.936507936507937,True,6.3,False,False,False,True
240,32.83,1.17,Male,Yes,Sat,Dinner,2.0,True,3.563813585135547,True,16.415,False,False,False,True
241,35.83,4.67,Female,No,Sat,Dinner,3.0,True,13.033770583310076,True,11.943333333333333,False,False,False,True
242,29.03,5.92,Male,No,Sat,Dinner,38.0,True,20.392697209782984,False,,False,False,False,True
243,27.18,2.0,Female,Yes,,Dinner,2.0,True,7.358351729212656,True,13.59,False,False,False,True
244,22.67,2.0,Male,Yes,Sat,Dinner,2.0,True,8.822232024702249,True,11.335,False,False,False,True
245,17.82,1.75,Male,No,Sat,Dinner,2.0,True,9.820426487093153,True,8.91,False,False,False,True
246,18.78,3.0,Female,No,Thur,,2.0,True,15.974440894568689,True,9.39,False,False,False,True
247,19.29,3.23,Male,Yes,Thur,Dinner,3.0,True,16.744427164333853,True,6.43,False,False,False,True
248,26.34,4.12,Female,No,,Lunch,4.0,True,15.641609719058467,True,6.585,False,False,False,True
249,24.21,3.19,Female,No,Sun,Dinner,2.0,True,13.176373399421726,True,12.105,False,False,False,True
250,18.23,2.18,Female,Yes,Sat,Lunch,3.0,True,11.958310477235328,True,6.076666666666667,False,False,False,True
251,20.5,2.1,Male,Yes,Sat,Dinner,2.0,True,10.24390243902439,True,10.25,False,False,False,True
252,30.87,3.69,Male,Yes,Sun,Lunch,29.0,True,11.9533527696793,False,,False,False,False,True
253,24.56,2.88,Female,No,Sun,Lunch,2.0,True,11.726384364820847,True,12.28,False,False,False,True
254,13.69,2.0,Female,Yes,Thur,Lunch,2.0,True,14.609203798392988,True,6.845,False,False,False,True
255,17.89,2.98,Male,Yes,Thur,Dinner,3.0,True,16.657350475125767,True,5.963333333333334,False,False,False,True
256,22.89,3.0,Female,No,Thur,Dinner,2.0,True,13.10615989515072,True,11.445,False,False,False,True
257,19.1,3.1,Male,No,Sat,Lunch,2.0,True,16.230366492146597,True,9.55,False,False,False,True
258,9.87,1.68,Female,No,Sat,Lunch,1.0,True,17.02127659574468,True,9.87,False,False,False,True
259,19.65,2.89,Male,Yes,Sun,Dinner,2.0,True,14.707379134860052,True,9.825,False,False,False,True
260,25.68,3.87,Female,Yes,Sat,Lunch,3.0,True,15.070093457943925,True,8.56,False,False,False,True
261,33.87,4.0,Female,No,Sun,Lunch,4.0,True,11.8098612341305,True,8.4675,False,False,False,True
